fiche_id,url,nom_complet,naissance_date,naissance_commune,naissance_dept,deces_date,deces_commune,deces_dept,regime,legislature,mandat_debut,mandat_fin,departement,circonscription,groupe,groupe_abrev,est_gaulliste,suppleant_de,a_eu_suppleant
2904,https://www2.assemblee-nationale.fr/sycomore/fiche/2904,André Fanton,31 mars 1928,Gentilly,,19 juin 2025,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,11 juillet 1968,22 juillet 1969,Paris,,Union des démocrates pour la République,UDR,TRUE,,
2904,https://www2.assemblee-nationale.fr/sycomore/fiche/2904,André Fanton,31 mars 1928,Gentilly,,19 juin 2025,Paris,Paris,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Paris,,Union des démocrates pour la République,UDR,TRUE,,
2904,https://www2.assemblee-nationale.fr/sycomore/fiche/2904,André Fanton,31 mars 1928,Gentilly,,19 juin 2025,Paris,Paris,Cinquième République - Assemblée nationale,VIIIe législature,2 avril 1986,14 mai 1988,Calvados,,Rassemblement pour la République,,FALSE,,
2904,https://www2.assemblee-nationale.fr/sycomore/fiche/2904,André Fanton,31 mars 1928,Gentilly,,19 juin 2025,Paris,Paris,Cinquième République - Assemblée nationale,Xe législature,2 avril 1993,21 avril 1997,Calvados,,Rassemblement pour la République,,FALSE,,
2922,https://www2.assemblee-nationale.fr/sycomore/fiche/2922,Edgar Faure,18 août 1908,Béziers,Hérault,30 mars 1988,Paris,Paris,Quatrième République - Assemblée nationale,Ire législature,10 novembre 1946,4 juillet 1951,Jura,3e circonscription du Doubs,Républicain radical et radical-socialiste,,FALSE,,
2922,https://www2.assemblee-nationale.fr/sycomore/fiche/2922,Edgar Faure,18 août 1908,Béziers,Hérault,30 mars 1988,Paris,Paris,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Jura,3e circonscription du Doubs,Républicain radical et radical-socialiste,,FALSE,,
2922,https://www2.assemblee-nationale.fr/sycomore/fiche/2922,Edgar Faure,18 août 1908,Béziers,Hérault,30 mars 1988,Paris,Paris,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Jura,3e circonscription du Doubs,Rassemblement des gauches républicaines et du centre républicain,,FALSE,,
2922,https://www2.assemblee-nationale.fr/sycomore/fiche/2922,Edgar Faure,18 août 1908,Béziers,Hérault,30 mars 1988,Paris,Paris,Cinquième République - Assemblée nationale,IIIe législature,5 mars 1967,7 mai 1967,Doubs,3e circonscription du Doubs,Union démocratique pour la V° République,UD-Ve,TRUE,,
2922,https://www2.assemblee-nationale.fr/sycomore/fiche/2922,Edgar Faure,18 août 1908,Béziers,Hérault,30 mars 1988,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,12 août 1968,Doubs,3e circonscription du Doubs,Union des démocrates pour la République,UDR,TRUE,,
2922,https://www2.assemblee-nationale.fr/sycomore/fiche/2922,Edgar Faure,18 août 1908,Béziers,Hérault,30 mars 1988,Paris,Paris,Cinquième République - Assemblée nationale,Ve législature,4 mars 1973,2 avril 1978,Doubs,3e circonscription du Doubs,Union des démocrates pour la République,UDR,TRUE,,
2922,https://www2.assemblee-nationale.fr/sycomore/fiche/2922,Edgar Faure,18 août 1908,Béziers,Hérault,30 mars 1988,Paris,Paris,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,28 septembre 1980,Doubs,3e circonscription du Doubs,Rassemblement pour la République,,FALSE,,
2939,https://www2.assemblee-nationale.fr/sycomore/fiche/2939,"Jean, Eugène, Marie Favre",19 juillet 1921,Langres,Haute,22 novembre 2000,Langres,Haute,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Haute-Marne,,Union démocratique pour la V° République,UD-Ve,TRUE,,
2939,https://www2.assemblee-nationale.fr/sycomore/fiche/2939,"Jean, Eugène, Marie Favre",19 juillet 1921,Langres,Haute,22 novembre 2000,Langres,Haute,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Haute-Marne,,Union des démocrates pour la République,UDR,TRUE,,
2939,https://www2.assemblee-nationale.fr/sycomore/fiche/2939,"Jean, Eugène, Marie Favre",19 juillet 1921,Langres,Haute,22 novembre 2000,Langres,Haute,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Haute-Marne,,Union des démocrates pour la République,UDR,TRUE,,
2947,https://www2.assemblee-nationale.fr/sycomore/fiche/2947,Jean Febvay,10 novembre 1908,Boulogne-sur-mer,Pas,20 octobre 1995,Boulogne-sur-mer,Pas,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Pas-de-Calais,,Rassemblement du peuple français - ARS,RPF,TRUE,,
2947,https://www2.assemblee-nationale.fr/sycomore/fiche/2947,Jean Febvay,10 novembre 1908,Boulogne-sur-mer,Pas,20 octobre 1995,Boulogne-sur-mer,Pas,Quatrième République - Assemblée nationale,IIIe législature,2 janvier 1956,8 décembre 1958,Pas-de-Calais,,Indépendants et paysans d'action sociale,,FALSE,,
2978,https://www2.assemblee-nationale.fr/sycomore/fiche/2978,Pierre Ferri,3 septembre 1904,Paris,Seine,23 novembre 1993,Paris,Paris,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Seine,,Rassemblement du peuple français,RPF,TRUE,,
2978,https://www2.assemblee-nationale.fr/sycomore/fiche/2978,Pierre Ferri,3 septembre 1904,Paris,Seine,23 novembre 1993,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Seine,,Indépendants et paysans d'action sociale,,FALSE,,
2991,https://www2.assemblee-nationale.fr/sycomore/fiche/2991,"Gaston, Emmanuel, Victor Feuillard",14 avril 1904,Anjouan,Comores,13 mars 1978,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Guadeloupe,,Indépendants et paysans d'action sociale,,FALSE,,
2991,https://www2.assemblee-nationale.fr/sycomore/fiche/2991,"Gaston, Emmanuel, Victor Feuillard",14 avril 1904,Anjouan,Comores,13 mars 1978,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Guadeloupe,,Républicains indépendants,,FALSE,,
2991,https://www2.assemblee-nationale.fr/sycomore/fiche/2991,"Gaston, Emmanuel, Victor Feuillard",14 avril 1904,Anjouan,Comores,13 mars 1978,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Guadeloupe,,Union des démocrates pour la République,UDR,TRUE,,
3002,https://www2.assemblee-nationale.fr/sycomore/fiche/3002,Robert Figeat,6 juin 1907,Vielmanay,Loiret,8 juillet 1991,Amilly,Loiret,Cinquième République - Assemblée nationale,IVe législature,7 août 1972,1 avril 1973,Loiret,,Union des démocrates pour la République,UDR,TRUE,,
3008,https://www2.assemblee-nationale.fr/sycomore/fiche/3008,Jean Filliol,11 septembre 1906,Argentat,Corrèze,5 septembre 1981,Tulle,Corrèze,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,9 octobre 1962,Corrèze,,Union pour la nouvelle République,UNR,TRUE,,
3023,https://www2.assemblee-nationale.fr/sycomore/fiche/3023,Jean-Michel Flandin,31 août 1909,Clermont-ferrand,Puy,7 mai 1969,Isigny-sur-mer,Calvados,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Puy-de-Dôme,,Rassemblement du peuple français,RPF,TRUE,,
3036,https://www2.assemblee-nationale.fr/sycomore/fiche/3036,Bertrand Flornoy,27 mars 1910,Paris,Seine,25 avril 1980,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Seine-et-Marne,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
3036,https://www2.assemblee-nationale.fr/sycomore/fiche/3036,Bertrand Flornoy,27 mars 1910,Paris,Seine,25 avril 1980,Paris,Paris,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Seine-et-Marne,,Union démocratique pour la V° République,UD-Ve,TRUE,,
3036,https://www2.assemblee-nationale.fr/sycomore/fiche/3036,Bertrand Flornoy,27 mars 1910,Paris,Seine,25 avril 1980,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Seine-et-Marne,,Union des démocrates pour la République,UDR,TRUE,,
3036,https://www2.assemblee-nationale.fr/sycomore/fiche/3036,Bertrand Flornoy,27 mars 1910,Paris,Seine,25 avril 1980,Paris,Paris,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Seine-et-Marne,,Union des démocrates pour la République,UDR,TRUE,,
3044,https://www2.assemblee-nationale.fr/sycomore/fiche/3044,Jean Fontaine,26 avril 1922,Le tampon,La Réunion,7 février 2014,Perpignan,Pyrénées,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,La Réunion,,Union des démocrates pour la République,UDR,TRUE,,
3044,https://www2.assemblee-nationale.fr/sycomore/fiche/3044,Jean Fontaine,26 avril 1922,Le tampon,La Réunion,7 février 2014,Perpignan,Pyrénées,Cinquième République - Assemblée nationale,Ve législature,18 mars 1973,2 avril 1978,La Réunion,,Union des démocrates pour la République,UDR,TRUE,,
3044,https://www2.assemblee-nationale.fr/sycomore/fiche/3044,Jean Fontaine,26 avril 1922,Le tampon,La Réunion,7 février 2014,Perpignan,Pyrénées,Cinquième République - Assemblée nationale,VIe législature,12 mars 1978,22 mai 1981,La Réunion,,Non inscrit,,FALSE,,
3044,https://www2.assemblee-nationale.fr/sycomore/fiche/3044,Jean Fontaine,26 avril 1922,Le tampon,La Réunion,7 février 2014,Perpignan,Pyrénées,Cinquième République - Assemblée nationale,VIIe législature,2 juillet 1981,1 avril 1986,La Réunion,,Non inscrit,,FALSE,,
3065,https://www2.assemblee-nationale.fr/sycomore/fiche/3065,Jean-Claude Fortuit,7 avril 1935,Paris,Seine,,,,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Essonne,,Union des démocrates pour la République,UDR,TRUE,,
3067,https://www2.assemblee-nationale.fr/sycomore/fiche/3067,Roger Fossé,23 septembre 1920,Pavilly,Seine,19 décembre 1996,Saint-hellier,Seine,Cinquième République - Assemblée nationale,IIe législature,25 novembre 1962,2 avril 1967,Seine-Maritime,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
3067,https://www2.assemblee-nationale.fr/sycomore/fiche/3067,Roger Fossé,23 septembre 1920,Pavilly,Seine,19 décembre 1996,Saint-hellier,Seine,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,30 mai 1968,Seine-Maritime,,Union démocratique pour la V° République,UD-Ve,TRUE,,
3067,https://www2.assemblee-nationale.fr/sycomore/fiche/3067,Roger Fossé,23 septembre 1920,Pavilly,Seine,19 décembre 1996,Saint-hellier,Seine,Cinquième République - Assemblée nationale,IVe législature,23 juin 1968,1 avril 1973,Seine-Maritime,,Union des démocrates pour la République,UDR,TRUE,,
3067,https://www2.assemblee-nationale.fr/sycomore/fiche/3067,Roger Fossé,23 septembre 1920,Pavilly,Seine,19 décembre 1996,Saint-hellier,Seine,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,2 avril 1978,Seine-Maritime,,Union des démocrates pour la République,UDR,TRUE,,
3067,https://www2.assemblee-nationale.fr/sycomore/fiche/3067,Roger Fossé,23 septembre 1920,Pavilly,Seine,19 décembre 1996,Saint-hellier,Seine,Cinquième République - Assemblée nationale,VIe législature,19 mars 1978,22 mai 1981,Seine-Maritime,,Rassemblement pour la République,,FALSE,,
3067,https://www2.assemblee-nationale.fr/sycomore/fiche/3067,Roger Fossé,23 septembre 1920,Pavilly,Seine,19 décembre 1996,Saint-hellier,Seine,Cinquième République - Assemblée nationale,VIIe législature,22 juillet 1981,1 avril 1986,Seine-Maritime,,Rassemblement pour la République,,FALSE,,
3067,https://www2.assemblee-nationale.fr/sycomore/fiche/3067,Roger Fossé,23 septembre 1920,Pavilly,Seine,19 décembre 1996,Saint-hellier,Seine,Cinquième République - Assemblée nationale,VIIIe législature,30 septembre 1986,14 mai 1988,Seine-Maritime,,Rassemblement pour la République,,FALSE,,
3073,https://www2.assemblee-nationale.fr/sycomore/fiche/3073,Christian Fouchet,17 novembre 1911,Saint-germain-en-laye,Seine,11 août 1974,Geneve,Suisse,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Seine,,Rassemblement du peuple français,RPF,TRUE,,
3073,https://www2.assemblee-nationale.fr/sycomore/fiche/3073,Christian Fouchet,17 novembre 1911,Saint-germain-en-laye,Seine,11 août 1974,Geneve,Suisse,Cinquième République - Assemblée nationale,IIIe législature,12 mars 1967,7 mai 1967,Meurthe-et-Moselle,,Union démocratique pour la V° République,UD-Ve,TRUE,,
3073,https://www2.assemblee-nationale.fr/sycomore/fiche/3073,Christian Fouchet,17 novembre 1911,Saint-germain-en-laye,Seine,11 août 1974,Geneve,Suisse,Cinquième République - Assemblée nationale,IVe législature,30 juin 1968,1 avril 1973,Meurthe-et-Moselle,,Union des démocrates pour la République - Non inscrit,UDR,TRUE,,
3073,https://www2.assemblee-nationale.fr/sycomore/fiche/3073,Christian Fouchet,17 novembre 1911,Saint-germain-en-laye,Seine,11 août 1974,Geneve,Suisse,Cinquième République - Assemblée nationale,Ve législature,2 avril 1973,11 août 1974,Meurthe-et-Moselle,,Non inscrit,,FALSE,,
3083,https://www2.assemblee-nationale.fr/sycomore/fiche/3083,"Henri, Marie, Arthur Fouques-Duparc",27 juin 1903,Oran,Algérie,22 novembre 1976,Pujo-le-plan,Landes,Quatrième République - Assemblée nationale,IIe législature,17 juin 1951,1 décembre 1955,Anciens départements d'Algérie,,Rassemblement du peuple français,RPF,TRUE,,
3083,https://www2.assemblee-nationale.fr/sycomore/fiche/3083,"Henri, Marie, Arthur Fouques-Duparc",27 juin 1903,Oran,Algérie,22 novembre 1976,Pujo-le-plan,Landes,Cinquième République - Assemblée nationale,Ire législature,30 novembre 1958,3 juillet 1962,Anciens départements d'Algérie,,Union pour la nouvelle République,UNR,TRUE,,
3110,https://www2.assemblee-nationale.fr/sycomore/fiche/3110,Jean Foyer,27 avril 1921,Contigné,Maine,3 octobre 2008,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,7 mars 1959,6 mars 1960,Maine-et-Loire,,Union pour la nouvelle République,UNR,TRUE,,
3110,https://www2.assemblee-nationale.fr/sycomore/fiche/3110,Jean Foyer,27 avril 1921,Contigné,Maine,3 octobre 2008,Paris,Paris,Cinquième République - Assemblée nationale,IIe législature,6 décembre 1962,8 janvier 1963,Maine-et-Loire,,Union pour la nouvelle République-UDT,UNR-UDT,TRUE,,
3110,https://www2.assemblee-nationale.fr/sycomore/fiche/3110,Jean Foyer,27 avril 1921,Contigné,Maine,3 octobre 2008,Paris,Paris,Cinquième République - Assemblée nationale,IIIe législature,3 avril 1967,30 mai 1968,Maine-et-Loire,,Union démocratique pour la V° République,UD-Ve,TRUE,,
3110,https://www2.assemblee-nationale.fr/sycomore/fiche/3110,Jean Foyer,27 avril 1921,Contigné,Maine,3 octobre 2008,Paris,Paris,Cinquième République - Assemblée nationale,IVe législature,11 juillet 1968,6 août 1972,Maine-et-Loire,,Union des démocrates pour la République,UDR,TRUE,,
3110,https://www2.assemblee-nationale.fr/sycomore/fiche/3110,Jean Foyer,27 avril 1921,Contigné,Maine,3 octobre 2008,Paris,Paris,Cinquième République - Assemblée nationale,Ve législature,3 avril 1973,2 avril 1978,Maine-et-Loire,,Union des démocrates pour la République,UDR,TRUE,,
3110,https://www2.assemblee-nationale.fr/sycomore/fiche/3110,Jean Foyer,27 avril 1921,Contigné,Maine,3 octobre 2008,Paris,Paris,Cinquième République - Assemblée nationale,VIe législature,3 avril 1978,22 mai 1981,Maine-et-Loire,,Rassemblement pour la République,,FALSE,,
3110,https://www2.assemblee-nationale.fr/sycomore/fiche/3110,Jean Foyer,27 avril 1921,Contigné,Maine,3 octobre 2008,Paris,Paris,Cinquième République - Assemblée nationale,VIIe législature,2 juillet 1981,1 avril 1986,Maine-et-Loire,,Rassemblement pour la République,,FALSE,,
3110,https://www2.assemblee-nationale.fr/sycomore/fiche/3110,Jean Foyer,27 avril 1921,Contigné,Maine,3 octobre 2008,Paris,Paris,Cinquième République - Assemblée nationale,VIIIe législature,2 avril 1986,14 mai 1988,Maine-et-Loire,,Rassemblement pour la République,,FALSE,,
3137,https://www2.assemblee-nationale.fr/sycomore/fiche/3137,"Maurice, Jean Fraudeau",25 mai 1924,Paris,Seine,3 juin 2000,Viry-chatillon,Essonne,Cinquième République - Assemblée nationale,IVe législature,23 juin 1969,1 avril 1973,Essonne,,Union des démocrates pour la République,UDR,TRUE,,
3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144,Edouard Frédéric-Dupont,10 juillet 1902,Paris,Seine,15 février 1995,Paris,Paris,Troisième République - Chambre des députés,XVIe législature,3 juin 1936,31 mai 1942,Seine,,Fédération républicaine de France,,FALSE,,
3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144,Edouard Frédéric-Dupont,10 juillet 1902,Paris,Seine,15 février 1995,Paris,Paris,Gouvernement provisoire de la République française,Ire Assemblée nationale constituante,6 novembre 1945,10 juin 1946,Seine,,Parti républicain de la liberté,,FALSE,,
3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144,Edouard Frédéric-Dupont,10 juillet 1902,Paris,Seine,15 février 1995,Paris,Paris,Gouvernement provisoire de la République française,2e Assemblée nationale constituante,11 juin 1946,27 novembre 1946,Seine,,Parti républicain de la liberté,,FALSE,,
3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144,Edouard Frédéric-Dupont,10 juillet 1902,Paris,Seine,15 février 1995,Paris,Paris,Quatrième République - Assemblée nationale,Ire législature,28 novembre 1946,4 juillet 1951,Seine,,Parti républicain de la liberté,,FALSE,,
3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144,Edouard Frédéric-Dupont,10 juillet 1902,Paris,Seine,15 février 1995,Paris,Paris,Quatrième République - Assemblée nationale,IIe législature,5 juillet 1951,1 décembre 1955,Seine,,Rassemblement du peuple français - ARS,RPF,TRUE,,
3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144,Edouard Frédéric-Dupont,10 juillet 1902,Paris,Seine,15 février 1995,Paris,Paris,Quatrième République - Assemblée nationale,IIIe législature,19 janvier 1956,8 décembre 1958,Seine,,Indépendants et paysans d'action sociale,,FALSE,,
3144,https://www2.assemblee-nationale.fr/sycomore/fiche/3144,Edouard Frédéric-Dupont,10 juillet 1902,Paris,Seine,15 février 1995,Paris,Paris,Cinquième République - Assemblée nationale,Ire législature,9 décembre 1958,9 octobre 1962,Seine,,Indépendants et paysans d'action sociale,,FALSE,,
